SpatialDimValueCode,Period,FactValueNumeric,indicator,value
MDV,2019,2.76,Human Development Index (value),0.753
MDV,2019,2.76,Life Expectancy at Birth (years),80.116
MDV,2019,2.76,Mean Years of Schooling (years),7.422
MEX,2000,3.86,Expected Years of Schooling (years),11.962
MEX,2000,3.86,Gross National Income Per Capita (2017 PPP$),17562.611
MEX,2000,3.86,Human Development Index (value),0.709
MEX,2000,3.86,Life Expectancy at Birth (years),73.569
MEX,2000,3.86,Mean Years of Schooling (years),6.664
MEX,2001,4.16,Expected Years of Schooling (years),11.995
MEX,2001,4.16,Gross National Income Per Capita (2017 PPP$),17273.125
MEX,2001,4.16,Human Development Index (value),0.712
MEX,2001,4.16,Life Expectancy at Birth (years),73.867
MEX,2001,4.16,Mean Years of Schooling (years),6.82
MEX,2002,4.15,Expected Years of Schooling (years),12.332
MEX,2002,4.15,Gross National Income Per Capita (2017 PPP$),17028.057
MEX,2002,4.15,Human Development Index (value),0.719
MEX,2002,4.15,Life Expectancy at Birth (years),74.106
MEX,2002,4.15,Mean Years of Schooling (years),6.976
MEX,2003,4.27,Expected Years of Schooling (years),12.589
MEX,2003,4.27,Gross National Income Per Capita (2017 PPP$),17014.127
MEX,2003,4.27,Human Development Index (value),0.725
MEX,2003,4.27,Life Expectancy at Birth (years),74.274
MEX,2003,4.27,Mean Years of Schooling (years),7.132
MEX,2004,4.26,Expected Years of Schooling (years),12.663
MEX,2004,4.26,Gross National Income Per Capita (2017 PPP$),17467.558
MEX,2004,4.26,Human Development Index (value),0.729
MEX,2004,4.26,Life Expectancy at Birth (years),74.372
MEX,2004,4.26,Mean Years of Schooling (years),7.288
MEX,2005,4.35,Expected Years of Schooling (years),12.718
MEX,2005,4.35,Gross National Income Per Capita (2017 PPP$),17507.356
MEX,2005,4.35,Human Development Index (value),0.733
MEX,2005,4.35,Life Expectancy at Birth (years),74.376
MEX,2005,4.35,Mean Years of Schooling (years),7.485
MEX,2006,4.25,Expected Years of Schooling (years),12.846
MEX,2006,4.25,Gross National Income Per Capita (2017 PPP$),18146.754
MEX,2006,4.25,Human Development Index (value),0.741
MEX,2006,4.25,Life Expectancy at Birth (years),74.331
MEX,2006,4.25,Mean Years of Schooling (years),7.872
MEX,2007,4.3,Expected Years of Schooling (years),12.991
MEX,2007,4.3,Gross National Income Per Capita (2017 PPP$),18290.89
MEX,2007,4.3,Human Development Index (value),0.743
MEX,2007,4.3,Life Expectancy at Birth (years),74.238
MEX,2007,4.3,Mean Years of Schooling (years),7.882
MEX,2008,4.58,Expected Years of Schooling (years),13.192
MEX,2008,4.58,Gross National Income Per Capita (2017 PPP$),18319.661
MEX,2008,4.58,Human Development Index (value),0.745
MEX,2008,4.58,Life Expectancy at Birth (years),74.152
MEX,2008,4.58,Mean Years of Schooling (years),7.949
MEX,2009,4.81,Expected Years of Schooling (years),13.276
MEX,2009,4.81,Gross National Income Per Capita (2017 PPP$),17090.621
MEX,2009,4.81,Human Development Index (value),0.745
MEX,2009,4.81,Life Expectancy at Birth (years),74.119
MEX,2009,4.81,Mean Years of Schooling (years),8.137
MEX,2010,4.66,Expected Years of Schooling (years),13.42
MEX,2010,4.66,Gross National Income Per Capita (2017 PPP$),17819.567
MEX,2010,4.66,Human Development Index (value),0.747
MEX,2010,4.66,Life Expectancy at Birth (years),74.19
MEX,2010,4.66,Mean Years of Schooling (years),8.005
MEX,2011,5.36,Expected Years of Schooling (years),13.464
MEX,2011,5.36,Gross National Income Per Capita (2017 PPP$),18134.347
MEX,2011,5.36,Human Development Index (value),0.753
MEX,2011,5.36,Life Expectancy at Birth (years),74.365
MEX,2011,5.36,Mean Years of Schooling (years),8.247
MEX,2012,4.95,Expected Years of Schooling (years),13.732
MEX,2012,4.95,Gross National Income Per Capita (2017 PPP$),18472.189
MEX,2012,4.95,Human Development Index (value),0.76
MEX,2012,4.95,Life Expectancy at Birth (years),74.574
MEX,2012,4.95,Mean Years of Schooling (years),8.49
MEX,2013,5.28,Expected Years of Schooling (years),13.913
MEX,2013,5.28,Gross National Income Per Capita (2017 PPP$),18297.603
MEX,2013,5.28,Human Development Index (value),0.761
MEX,2013,5.28,Life Expectancy at Birth (years),74.739
MEX,2013,5.28,Mean Years of Schooling (years),8.357
MEX,2014,5.72,Expected Years of Schooling (years),14.083
MEX,2014,5.72,Gross National Income Per Capita (2017 PPP$),18671.648
MEX,2014,5.72,Human Development Index (value),0.765
MEX,2014,5.72,Life Expectancy at Birth (years),74.797
MEX,2014,5.72,Mean Years of Schooling (years),8.403
MEX,2015,5.6,Expected Years of Schooling (years),14.234
MEX,2015,5.6,Gross National Income Per Capita (2017 PPP$),19044.731
MEX,2015,5.6,Human Development Index (value),0.769
MEX,2015,5.6,Life Expectancy at Birth (years),74.682
MEX,2015,5.6,Mean Years of Schooling (years),8.602
MEX,2016,5.57,Expected Years of Schooling (years),14.676
MEX,2016,5.57,Gross National Income Per Capita (2017 PPP$),19305.808
MEX,2016,5.57,Human Development Index (value),0.773
MEX,2016,5.57,Life Expectancy at Birth (years),74.412
MEX,2016,5.57,Mean Years of Schooling (years),8.6
MEX,2017,5.89,Expected Years of Schooling (years),14.853
MEX,2017,5.89,Gross National Income Per Capita (2017 PPP$),19512.288
MEX,2017,5.89,Human Development Index (value),0.776
MEX,2017,5.89,Life Expectancy at Birth (years),74.138
MEX,2017,5.89,Mean Years of Schooling (years),8.742
MEX,2018,5.36,Expected Years of Schooling (years),14.923
MEX,2018,5.36,Gross National Income Per Capita (2017 PPP$),19726.189
MEX,2018,5.36,Human Development Index (value),0.779
MEX,2018,5.36,Life Expectancy at Birth (years),74.015
MEX,2018,5.36,Mean Years of Schooling (years),8.933
MEX,2019,5.29,Expected Years of Schooling (years),14.946
MEX,2019,5.29,Gross National Income Per Capita (2017 PPP$),19471.082
MEX,2019,5.29,Human Development Index (value),0.781
MEX,2019,5.29,Life Expectancy at Birth (years),74.202
MEX,2019,5.29,Mean Years of Schooling (years),9.077
MKD,2000,8.66,Expected Years of Schooling (years),11.621
MKD,2000,8.66,Gross National Income Per Capita (2017 PPP$),10065.565
MKD,2000,8.66,Human Development Index (value),0.676
MKD,2000,8.66,Life Expectancy at Birth (years),72.857
MKD,2000,8.66,Mean Years of Schooling (years),6.681
MKD,2001,11.87,Expected Years of Schooling (years),11.71
MKD,2001,11.87,Gross National Income Per Capita (2017 PPP$),9823.249
MKD,2001,11.87,Human Development Index (value),0.681
MKD,2001,11.87,Life Expectancy at Birth (years),73.233
MKD,2001,11.87,Mean Years of Schooling (years),6.902
MKD,2002,9.0,Expected Years of Schooling (years),11.707
MKD,2002,9.0,Gross National Income Per Capita (2017 PPP$),10002.876
MKD,2002,9.0,Human Development Index (value),0.684
MKD,2002,9.0,Life Expectancy at Birth (years),73.146
MKD,2002,9.0,Mean Years of Schooling (years),7.124
MKD,2003,8.27,Expected Years of Schooling (years),11.686
MKD,2003,8.27,Gross National Income Per Capita (2017 PPP$),10184.384
MKD,2003,8.27,Human Development Index (value),0.69
MKD,2003,8.27,Life Expectancy at Birth (years),73.386
MKD,2003,8.27,Mean Years of Schooling (years),7.409
MKD,2004,9.43,Expected Years of Schooling (years),11.652
MKD,2004,9.43,Gross National Income Per Capita (2017 PPP$),10692.705
MKD,2004,9.43,Human Development Index (value),0.697
MKD,2004,9.43,Life Expectancy at Birth (years),73.782
MKD,2004,9.43,Mean Years of Schooling (years),7.694
MKD,2005,7.65,Expected Years of Schooling (years),11.763
MKD,2005,7.65,Gross National Income Per Capita (2017 PPP$),11047.006
MKD,2005,7.65,Human Development Index (value),0.704
MKD,2005,7.65,Life Expectancy at Birth (years),73.745
MKD,2005,7.65,Mean Years of Schooling (years),7.979
MKD,2006,8.47,Expected Years of Schooling (years),11.818
MKD,2006,8.47,Gross National Income Per Capita (2017 PPP$),11754.296
MKD,2006,8.47,Human Development Index (value),0.712
MKD,2006,8.47,Life Expectancy at Birth (years),73.999
MKD,2006,8.47,Mean Years of Schooling (years),8.264
MKD,2007,8.07,Expected Years of Schooling (years),11.874
MKD,2007,8.07,Gross National Income Per Capita (2017 PPP$),11959.601
MKD,2007,8.07,Human Development Index (value),0.717
MKD,2007,8.07,Life Expectancy at Birth (years),73.904
MKD,2007,8.07,Mean Years of Schooling (years),8.549
MKD,2008,7.93,Expected Years of Schooling (years),12.675
MKD,2008,7.93,Gross National Income Per Capita (2017 PPP$),13054.474
MKD,2008,7.93,Human Development Index (value),0.736
MKD,2008,7.93,Life Expectancy at Birth (years),74.533
MKD,2008,7.93,Mean Years of Schooling (years),8.834
MKD,2009,8.11,Expected Years of Schooling (years),12.582
MKD,2009,8.11,Gross National Income Per Capita (2017 PPP$),13046.294
MKD,2009,8.11,Human Development Index (value),0.74
MKD,2009,8.11,Life Expectancy at Birth (years),74.719
MKD,2009,8.11,Mean Years of Schooling (years),9.119
MKD,2010,5.82,Expected Years of Schooling (years),12.521
MKD,2010,5.82,Gross National Income Per Capita (2017 PPP$),13364.565
MKD,2010,5.82,Human Development Index (value),0.746
MKD,2010,5.82,Life Expectancy at Birth (years),75.119
MKD,2010,5.82,Mean Years of Schooling (years),9.405
MKD,2011,5.91,Expected Years of Schooling (years),12.596
MKD,2011,5.91,Gross National Income Per Capita (2017 PPP$),13606.41
MKD,2011,5.91,Human Development Index (value),0.751
MKD,2011,5.91,Life Expectancy at Birth (years),75.187
MKD,2011,5.91,Mean Years of Schooling (years),9.69
MKD,2012,8.15,Expected Years of Schooling (years),12.671
MKD,2012,8.15,Gross National Income Per Capita (2017 PPP$),13472.162
MKD,2012,8.15,Human Development Index (value),0.755
MKD,2012,8.15,Life Expectancy at Birth (years),75.14
MKD,2012,8.15,Mean Years of Schooling (years),9.975
MKD,2013,8.05,Expected Years of Schooling (years),12.673
MKD,2013,8.05,Gross National Income Per Capita (2017 PPP$),13813.877
MKD,2013,8.05,Human Development Index (value),0.763
MKD,2013,8.05,Life Expectancy at Birth (years),75.866
MKD,2013,8.05,Mean Years of Schooling (years),10.26
MKD,2014,7.43,Expected Years of Schooling (years),12.663
MKD,2014,7.43,Gross National Income Per Capita (2017 PPP$),14359.507
MKD,2014,7.43,Human Development Index (value),0.769
MKD,2014,7.43,Life Expectancy at Birth (years),75.935
MKD,2014,7.43,Mean Years of Schooling (years),10.545
MKD,2015,7.28,Expected Years of Schooling (years),12.972
MKD,2015,7.28,Gross National Income Per Capita (2017 PPP$),14686.772
MKD,2015,7.28,Human Development Index (value),0.777
MKD,2015,7.28,Life Expectancy at Birth (years),75.981
MKD,2015,7.28,Mean Years of Schooling (years),10.83
MKD,2016,7.27,Expected Years of Schooling (years),13.077
MKD,2016,7.27,Gross National Income Per Capita (2017 PPP$),14934.71
MKD,2016,7.27,Human Development Index (value),0.782
MKD,2016,7.27,Life Expectancy at Birth (years),76.03
MKD,2016,7.27,Mean Years of Schooling (years),11.115
MKD,2017,7.23,Expected Years of Schooling (years),13.181
MKD,2017,7.23,Gross National Income Per Capita (2017 PPP$),15084.655
MKD,2017,7.23,Human Development Index (value),0.789
MKD,2017,7.23,Life Expectancy at Birth (years),76.477
MKD,2017,7.23,Mean Years of Schooling (years),11.4
MKD,2018,7.22,Expected Years of Schooling (years),13.046
MKD,2018,7.22,Gross National Income Per Capita (2017 PPP$),15457.228
MKD,2018,7.22,Human Development Index (value),0.796
MKD,2018,7.22,Life Expectancy at Birth (years),77.314
MKD,2018,7.22,Mean Years of Schooling (years),11.685
MKD,2019,7.15,Expected Years of Schooling (years),12.824
MKD,2019,7.15,Gross National Income Per Capita (2017 PPP$),15981.281
MKD,2019,7.15,Human Development Index (value),0.787
MKD,2019,7.15,Life Expectancy at Birth (years),77.293
MKD,2019,7.15,Mean Years of Schooling (years),10.957
MLI,2000,8.78,Expected Years of Schooling (years),4.328
MLI,2000,8.78,Gross National Income Per Capita (2017 PPP$),1572.587
MLI,2000,8.78,Human Development Index (value),0.315
MLI,2000,8.78,Life Expectancy at Birth (years),50.539
MLI,2000,8.78,Mean Years of Schooling (years),1.184
MLI,2001,8.68,Expected Years of Schooling (years),4.643
MLI,2001,8.68,Gross National Income Per Capita (2017 PPP$),1694.505
MLI,2001,8.68,Human Development Index (value),0.327
MLI,2001,8.68,Life Expectancy at Birth (years),51.284
MLI,2001,8.68,Mean Years of Schooling (years),1.219
MLI,2002,8.65,Expected Years of Schooling (years),4.959
MLI,2002,8.65,Gross National Income Per Capita (2017 PPP$),1670.312
MLI,2002,8.65,Human Development Index (value),0.336
MLI,2002,8.65,Life Expectancy at Birth (years),52.222
MLI,2002,8.65,Mean Years of Schooling (years),1.254
MLI,2003,8.55,Expected Years of Schooling (years),5.274
MLI,2003,8.55,Gross National Income Per Capita (2017 PPP$),1815.665
MLI,2003,8.55,Human Development Index (value),0.348
MLI,2003,8.55,Life Expectancy at Birth (years),52.893
MLI,2003,8.55,Mean Years of Schooling (years),1.29
MLI,2004,8.57,Expected Years of Schooling (years),5.59
MLI,2004,8.57,Gross National Income Per Capita (2017 PPP$),1785.698
MLI,2004,8.57,Human Development Index (value),0.355
MLI,2004,8.57,Life Expectancy at Birth (years),53.538
MLI,2004,8.57,Mean Years of Schooling (years),1.325
MLI,2005,8.75,Expected Years of Schooling (years),5.905
MLI,2005,8.75,Gross National Income Per Capita (2017 PPP$),1841.853
MLI,2005,8.75,Human Development Index (value),0.364
MLI,2005,8.75,Life Expectancy at Birth (years),54.003
MLI,2005,8.75,Mean Years of Schooling (years),1.36
MLI,2006,8.65,Expected Years of Schooling (years),6.221
MLI,2006,8.65,Gross National Income Per Capita (2017 PPP$),1854.398
MLI,2006,8.65,Human Development Index (value),0.373
MLI,2006,8.65,Life Expectancy at Birth (years),54.615
MLI,2006,8.65,Mean Years of Schooling (years),1.44
MLI,2007,8.74,Expected Years of Schooling (years),6.536
MLI,2007,8.74,Gross National Income Per Capita (2017 PPP$),1858.566
MLI,2007,8.74,Human Development Index (value),0.381
MLI,2007,8.74,Life Expectancy at Birth (years),54.941
MLI,2007,8.74,Mean Years of Schooling (years),1.555
MLI,2008,8.86,Expected Years of Schooling (years),6.852
MLI,2008,8.86,Gross National Income Per Capita (2017 PPP$),1893.503
MLI,2008,8.86,Human Development Index (value),0.39
MLI,2008,8.86,Life Expectancy at Birth (years),55.291
MLI,2008,8.86,Mean Years of Schooling (years),1.67
MLI,2009,8.87,Expected Years of Schooling (years),7.126
MLI,2009,8.87,Gross National Income Per Capita (2017 PPP$),1888.82
MLI,2009,8.87,Human Development Index (value),0.398
MLI,2009,8.87,Life Expectancy at Birth (years),55.874
MLI,2009,8.87,Mean Years of Schooling (years),1.785
MLI,2010,8.69,Expected Years of Schooling (years),7.306
MLI,2010,8.69,Gross National Income Per Capita (2017 PPP$),1937.949
MLI,2010,8.69,Human Development Index (value),0.406
MLI,2010,8.69,Life Expectancy at Birth (years),56.382
MLI,2010,8.69,Mean Years of Schooling (years),1.901
MLI,2011,8.68,Expected Years of Schooling (years),7.442
MLI,2011,8.68,Gross National Income Per Capita (2017 PPP$),1941.546
MLI,2011,8.68,Human Development Index (value),0.411
MLI,2011,8.68,Life Expectancy at Birth (years),56.755
MLI,2011,8.68,Mean Years of Schooling (years),2.016
MLI,2012,8.73,Expected Years of Schooling (years),7.255
MLI,2012,8.73,Gross National Income Per Capita (2017 PPP$),1865.393
MLI,2012,8.73,Human Development Index (value),0.407
MLI,2012,8.73,Life Expectancy at Birth (years),57.079
MLI,2012,8.73,Mean Years of Schooling (years),1.97
MLI,2013,8.75,Expected Years of Schooling (years),7.067
MLI,2013,8.75,Gross National Income Per Capita (2017 PPP$),1865.701
MLI,2013,8.75,Human Development Index (value),0.404
MLI,2013,8.75,Life Expectancy at Birth (years),57.357
MLI,2013,8.75,Mean Years of Schooling (years),1.924
MLI,2014,8.65,Expected Years of Schooling (years),7.219
MLI,2014,8.65,Gross National Income Per Capita (2017 PPP$),1948.201
MLI,2014,8.65,Human Development Index (value),0.41
MLI,2014,8.65,Life Expectancy at Birth (years),57.9
MLI,2014,8.65,Mean Years of Schooling (years),1.878
MLI,2015,8.46,Expected Years of Schooling (years),7.026
MLI,2015,8.46,Gross National Income Per Capita (2017 PPP$),2013.093
MLI,2015,8.46,Human Development Index (value),0.409
MLI,2015,8.46,Life Expectancy at Birth (years),58.363
MLI,2015,8.46,Mean Years of Schooling (years),1.832
MLI,2016,8.29,Expected Years of Schooling (years),7.074
MLI,2016,8.29,Gross National Income Per Capita (2017 PPP$),2053.328
MLI,2016,8.29,Human Development Index (value),0.407
MLI,2016,8.29,Life Expectancy at Birth (years),58.731
MLI,2016,8.29,Mean Years of Schooling (years),1.528
MLI,2017,8.04,Expected Years of Schooling (years),7.116
MLI,2017,8.04,Gross National Income Per Capita (2017 PPP$),2083.634
MLI,2017,8.04,Human Development Index (value),0.413
MLI,2017,8.04,Life Expectancy at Birth (years),59.132
MLI,2017,8.04,Mean Years of Schooling (years),1.7
MLI,2018,7.98,Expected Years of Schooling (years),7.089
MLI,2018,7.98,Gross National Income Per Capita (2017 PPP$),2122.267
MLI,2018,7.98,Human Development Index (value),0.417
MLI,2018,7.98,Life Expectancy at Birth (years),59.393
